Ngày,Loại,Hạng mục,Diễn giải,Số tiền,Người thực hiện,Đối tượng,Dạng đối tượng,Tài khoản,Tài khoản liên quan,Mã giao dịch,Chứng từ
25/10/2025,Chi,Vận chuyển,Gửi 1 thùng cho Mai Trinh dn,50.000,Trang,Khác,Khác,Tiền mặt,,20251025-014,
25/10/2025,Chi,Vận chuyển,Gửi 4 thùng tài thắng cho Phương HN,1.000.000,Trang,Khác,Khác,Tiền mặt,,20251025-015,
25/10/2025,Chi,Hoa hồng,Hoa hồng a Bùi văn tuấn nha trang,297.000,Trang,Khác,Khác,Tiền mặt,,20251025-016,
25/10/2025,Chi,Hoa hồng,Hoa hồng a Vũ Quang DN (the View và the One) T8,2.200.000,Trang,Khác,Khác,Tiền mặt,,20251025-017,
25/10/2025,Chi,Hoa hồng,Hoa hồng anh Khanh Hadu T9,720.000,Trang,Khác,Khác,Tiền mặt,,20251025-018,
25/10/2025,Chi,Chi phí khác,Đưa cô Dư tiền ăn tuần tiếp,2.520.000,Trang,Khác,Khác,Tiền mặt,,20251025-019,
25/10/2025,Thu,Doanh thu Bán hàng,Anh Lượng bắc ninh thanh toán công nợ,8.544.000,Trang,MR LƯỢNG - BẮC NINH,NH,Tiền mặt,,20251025-020,
25/10/2025,Chi,Chi phí nguyên vật liệu,TT công nợ chị Hoa,8.544.000,Trang,NCC CHỊ HOA - HÒN RỚ,NCC,Tiền mặt,,20251025-021,
25/10/2025,Thu,Doanh thu Bán hàng,Thảo PY thanh toán công nợ,7.185.000,Trang,KIM THẢO - PY,KL,Tiền mặt,,20251025-022,
25/10/2025,Chi,Chi phí nguyên vật liệu,TT công nợ chả cá Trí,7.185.000,Trang,NCC CHẢ CÁ - TRÍ - PY,NCC,Tiền mặt,,20251025-023,
25/10/2025,Thu,Doanh thu Bán hàng,Trường SSM thanh toán công nợ đến hết 25/10,23.647.000,Trang,MR TRƯỜNG SSM - PY,KL,Tiền mặt,,20251025-024,
25/10/2025,Chi,Chi phí nguyên vật liệu,TT công nợ chị Gái vĩnh trường,23.647.000,Trang,NCC CHỊ GÁI - VĨNH TRƯỜNG,NCC,Tiền mặt,,20251025-025,
25/10/2025,Thu,Doanh thu Bán hàng,Sushi O Ba thanh toán công nợ,19.514.000,Trang,SUSHI O BA,NH,Tiền mặt,,20251025-026,
25/10/2025,Chi,Chi phí nguyên vật liệu,TT công nợ bt Bé Tân,19.514.000,Trang,NCC BÉ TÂN - VĨNH LƯƠNG,NCC,Tiền mặt,,20251025-027,
25/10/2025,Thu,Doanh thu Bán hàng,NBQN cs2 thanh toán công nợ,12.075.000,Trang,NH QUẢNG NINH- CS2,NH,Tiền mặt,,20251025-028,
25/10/2025,Chi,Chi phí nguyên vật liệu,TT công nợ bt Bé Tân,12.075.000,Trang,NCC BÉ TÂN - VĨNH LƯƠNG,NCC,Tiền mặt,,20251025-029,
25/10/2025,Chi,Vận chuyển,Gửi 1 thùng cho a Nhân đn,50.000,Trang,Khác,Khác,Tiền mặt,,20251025-030,
25/10/2025,Chi,Vận chuyển,Đổ xăng xe máy,20.000,Trang,Khác,Khác,Tiền mặt,,20251025-031,
25/10/2025,Chi,Vận chuyển,Gửi 3 thùng DPN,300.000,Trang,Khác,Khác,Tiền mặt,,20251025-032,
25/10/2025,Chi,Chi phí khác,Mua đồ đơm,95.000,Trang,Khác,Khác,Tiền mặt,,20251025-033,
25/10/2025,Chi,Vận chuyển,Thanh toán phí ship kvsg 08-14/10/2025,2.285.000,Trang,Khác,Khác,TK Lệ,,20251025-034,
25/10/2025,Thu,Doanh thu Bán hàng,Anh Lee Minh Heo thanh toán công nợ,229.824,Trang,MR LEE MINH HEO - HN,KL,TK Dung,,20251025-035,
25/10/2025,Thu,Doanh thu Bán hàng,Chef Hồng (Moca) thanh toán công nợ,2.891.200,Trang,CHEF HỒNG - HN,KL,TK Dung,,20251025-036,
25/10/2025,Thu,Doanh thu Bán hàng,Anh Đông phú quốc thanh toán công nợ,2.021.000,Trang,MR ĐÔNG - PHÚ QUỐC,NH,TK Linh,,20251025-037,
25/10/2025,Thu,Doanh thu Bán hàng,Khách của Ngân TH thanh toán bill lườn kiếm nướng,700.000,Trang,KHÁCH LẺ,KL,TK Sơn,,20251025-038,
25/10/2025,Chi,Vận chuyển,Thanh toán phí vc kv Hn 10-20/10,2.714.000,Trang,Khác,Khác,TK Sơn,,20251025-039,
25/10/2025,Chi,Chi phí nguyên vật liệu,TT công nợ bt chị Nga phú yên,10.433.000,Trang,NCC BT - CHỊ NGA - PY,NCC,TK Sơn,,20251025-040,
25/10/2025,Chi,Chi phí nguyên vật liệu,TT công nợ chị Hồng Châu (hết),20.165.000,Trang,NCC CHỊ HỒNG CHÂU - HÒN RỚ,NCC,TK Sơn,,20251025-041,
25/10/2025,Chi,Chi phí nguyên vật liệu,TT công nợ chị Phúc (nhum + sò lông),40.800.000,Trang,NCC NHUM ĐEN - NGUYỄN THỊ PHÚC,NCC,TK Sơn,,20251025-042,
25/10/2025,Chi,Chi phí nguyên vật liệu,Thanh toán tiền cá tươi chị Xuân Phương,269.000,Trang,NCC CÁ TƯƠI - CHỊ XUÂN PHƯƠNG - QN,NCC,Tk Ngợi,,20251025-043,
25/10/2025,Chi,Chi phí Sản xuất chung,Mr Hoàn mua 2 quạt tại Toàn Ngọc + vat 8%,3.024.000,Trang,Khác,Khác,Tk Ngợi,,20251025-044,
25/10/2025,Thu,Doanh thu Bán hàng,CT TNHH SON MAI VI BIEN thanh toan công nợ,33.810.000,Trang,CT TNHH SƠN MAI VỊ BIỂN (MR NGỌC-NHA TRANG),NPP,TCB CTY,,20251025-045,
25/10/2025,Thu,Doanh thu Bán hàng,"Sushi To thanh toán công nợ Chuyen khoan shd 1092, 1093",24.937.920,Trang,HKD SUSHITO (NHÀ KHO)- SG,NH,TCB CTY,,20251025-046,
25/10/2025,KN,Doanh thu bán hàng,Giao hàng Kiếm vỉ nướng + Trứng nhum AA 100g/khay + Bánh Takoyaki + Hàu Nhật Hyogo đông lạnh nguyên vỏ size M (9-11 con/kg) + Bạch tuộc LSNC 30-50 + Tuna Saku A + Mực Ống,2.994.000,Trang,NH UNI SUSHI,NH,TK KN,,20251025-047,
25/10/2025,KN,Doanh thu bán hàng,Giao hàng Tuna rẻo CO + Bạch tuộc tako,11.216.000,Trang,MR TRƯỜNG SSM - PY,KL,TK KN,,20251025-048,
25/10/2025,KN,Doanh thu bán hàng,Giao hàng Tuna Saku A,2.016.000,Trang,HKD Y SA BI (MS GIA HÂN- TRÀ VINH),NH,TK KN,,20251025-049,
25/10/2025,KN,Doanh thu bán hàng,Giao hàng Bạch tuộc tako + Tuna Saku A + Nang roll,2.738.200,Trang,CT TNHH NH NAM SAN F&B (SUSHI NOWZOON),NH,TK KN,,20251025-050,
25/10/2025,KN,Doanh thu bán hàng,Giao hàng Tuna Saku A,4.042.500,Trang,MR THỦY- NGHỆ AN (FUJIMO),NH,TK KN,,20251025-051,
25/10/2025,KN,Doanh thu bán hàng,Giao hàng Bạch tuộc tako + Nang roll,582.000,Trang,MR THUẬN- SG (NOWZOON),KL,TK KN,,20251025-052,
25/10/2025,KN,Doanh thu bán hàng,Giao hàng Tuna Saku A,1.872.000,Trang,ANH LỘC - ĐÔNG NAI,NH,TK KN,,20251025-053,
25/10/2025,KN,Doanh thu bán hàng,Giao hàng Tuna Saku A,2.020.200,Trang,MR ĐÔNG - PHÚ QUỐC,NH,TK KN,,20251025-054,
25/10/2025,KN,Doanh thu bán hàng,Giao hàng Bào Ngư,440.000,Trang,MS LINH - HN,KL,TK KN,,20251025-055,
25/10/2025,KN,Doanh thu bán hàng,Giao hàng Trứng nhum AA 100g/khay,3.300.000,Trang,DOAN TAM KICCHOU - HN,KL,TK KN,,20251025-056,
25/10/2025,Nợ NCC,Chi phí nguyên vật liệu,Nhập hàng Chả cá,7.200.000,Trang,NCC CHẢ CÁ - CHỊ TUYẾT SƯƠNG - PY,NCC,TK Nợ NCC,,20251025-057,
24/10/2025,KN,Doanh thu bán hàng,Giao hàng Bạch tuộc tako,12.757.500,Trang,CT TNHH GINKAKU ( MS THIÊN TRANG),NH,TK KN,,20251024-001,
24/10/2025,KN,Doanh thu bán hàng,Giao hàng Bào Ngư + Tuna Saku A + Loin kiếm + Loin kiếm + Sò Lông Nửa Mảnh + Sò Lông Nửa Mảnh,7.578.500,Trang,SUSHI O BA,NH,TK KN,,20251024-002,
24/10/2025,KN,Doanh thu bán hàng,Giao hàng Tako mix,2.600.000,Trang,MS LÌ - SÀI GÒN,KL,TK KN,,20251024-003,
24/10/2025,KN,Doanh thu bán hàng,Giao hàng Râu bạch tuộc,1.800.000,Trang,"MS MINH TRANG- 81/2 HOÀNG DIỆU, NHA TRANG",KL,TK KN,,20251024-004,
24/10/2025,KN,Doanh thu bán hàng,Giao hàng Tuna Saku A,3.937.500,Trang,CT TNHH SAKURA SUSHI,NH,TK KN,,20251024-005,
24/10/2025,KN,Doanh thu bán hàng,Giao hàng Bạch tuộc tươi,3.080.000,Trang,CT TNHH KIWAMI VN - MR TUẤN - NT,KL,TK KN,,20251024-006,
24/10/2025,KN,Doanh thu bán hàng,Giao hàng Bạch tuộc tako,12.323.599,Trang,CT TNHH NGUYÊN PHƯƠNG,NPP,TK KN,,20251024-007,
24/10/2025,KN,Doanh thu bán hàng,Giao hàng Bạch tuộc tako,6.313.500,Trang,CN CT CP TM VÀ DV VIET DELI - NHA TRANG,NH,TK KN,,20251024-008,
24/10/2025,KN,Doanh thu bán hàng,Giao hàng phí vận chuyển + Chả cá + Tuna loin 3-5,11.900.075,Trang,CT TNHH VẠN QUANG FOOD,NPP,TK KN,,20251024-009,
24/10/2025,KN,Doanh thu bán hàng,Giao hàng Sò Lông Nửa Mảnh + phí vận chuyển + Bạch tuộc tako + tuna saku,11.206.425,Trang,NH BABABA-PHÚ QUỐC,NH,TK KN,,20251024-010,
24/10/2025,KN,Doanh thu bán hàng,Giao hàng Râu Tako A,229.824,Trang,MR LEE MINH HEO - HN,KL,TK KN,,20251024-011,
24/10/2025,KN,Doanh thu bán hàng,Giao hàng Vẹm Xanh Tách Vỏ ( PE),3.440.000,Trang,CT TNHH SƠN MAI VỊ BIỂN (MR NGỌC-NHA TRANG),NPP,TK KN,,20251024-012,
24/10/2025,KN,Doanh thu bán hàng,Giao hàng Sò Lông Nửa Mảnh + Vẹm Xanh Tách Vỏ ( PE) + Nhum nguyên con (đvt: con),2.750.000,Trang,MR TRƯỜNG - SG,KL,TK KN,,20251024-013,
24/10/2025,KN,Doanh thu bán hàng,Giao hàng Cá Hồng Biển,1.148.400,Trang,CT CP DV TM HADU,NH,TK KN,,20251024-014,
24/10/2025,KN,Doanh thu bán hàng,"Giao hàng Cá Bè (Cá Khế, Cá Giấy, cá viễn)",2.891.200,Trang,CHEF HỒNG - HN,KL,TK KN,,20251024-015,
24/10/2025,KN,Doanh thu bán hàng,"Giao hàng Cá Bè (Cá Khế, Cá Giấy, cá viễn)",834.250,Trang,CT TNHH PGF ASIA- HN,NPP,TK KN,,20251024-016,
24/10/2025,KN,Doanh thu bán hàng,Giao hàng Bạch tuộc tako,8.928.000,Trang,"MR BẮC - TRƯƠNG ĐỊNH, HN",KL,TK KN,,20251024-017,
24/10/2025,KN,Doanh thu bán hàng,Giao hàng phí vận chuyển + Trứng nhum AA 100g/khay + Bạch Tuộc Tako nhỏ,2.591.000,Trang,MS MAI TRINH- ĐÀ NẴNG,KL,TK KN,,20251024-018,
24/10/2025,Nợ NCC,Chi phí nguyên vật liệu,Nhập hàng Bạch tuộc tươi size 1up + Bạch tuộc tươi,2.917.000,Trang,NCC KIM DUNG - NINH HÒA,NCC,TK Nợ NCC,,20251024-019,
24/10/2025,Nợ NCC,Chi phí nguyên vật liệu,"Nhập hàng phí vận chuyển + Cá Bè (Cá Khế, Cá Giấy, cá viễn) + Cá Hồng Biển",3.523.450,Trang,NCC MR TRƯỜNG SSM - PY ,NCC,TK Nợ NCC,,20251024-020,
24/10/2025,Nợ NCC,Chi phí nguyên vật liệu,Nhập hàng Sò Lông nguyên liệu + Nhum nguyên con (đvt: con),28.800.000,Trang,NCC NHUM ĐEN - NGUYỄN THỊ PHÚC,NCC,TK Nợ NCC,,20251024-021,
23/10/2025,Thu,Doanh thu Bán hàng,KYOTO-ECO-231025 tt công nợ,5.872.650,Trang,CT KYOTO YAKINIKU - A CHÂU - DN,KL,TCB CTY,,20251023-001,
23/10/2025,Chi,Khác,Eco góp vốn vào dự án nhum (thanh toan hoa don 73 cho Nguyen Van Ngo),1.956.080,Trang,Khác,Khác,TCB CTY,,20251023-002,
23/10/2025,Thu,Doanh thu Bán hàng,NAGI-ECO-HD1103-231025 công nợ,539.700,Trang,NH NAGI 2 - GÒ VẤP,NH,TCB CTY,,20251023-003,
23/10/2025,Thu,Khác,"Anh Minh Anh thanh toán lại tiền thừa (hđ so với phát sinh thực tế hàng mục làm tầng 2 cho xưởng: hóa đơn: 244,684,000, thực tế phát sinh là: 197,141,385)
",47.542.615,Trang,Khác,Khác,Tiền mặt,,20251023-004,
23/10/2025,Chi,Chi phí nguyên vật liệu,TT công nợ chị Gái vĩnh trường,47.542.615,Trang,NCC CHỊ GÁI - VĨNH TRƯỜNG,NCC,Tiền mặt,,20251023-005,
23/10/2025,Thu,Doanh thu Bán hàng,Mr Trung hà tĩnh tt công nợ,20.845.500,Trang,CT TNHH TP TS SẠCH HÀ TĨNH (TRUNG-HÀ TĨNH),NPP,Tiền mặt,,20251023-006,
23/10/2025,Chi,Chi phí nguyên vật liệu,TT công nợ chị Bé Tân,20.845.500,Trang,NCC BÉ TÂN - VĨNH LƯƠNG,NCC,Tiền mặt,,20251023-007,
23/10/2025,Thu,Doanh thu Bán hàng,Chị Trinh Q7 thanh toán công nợ,2.600.000,Trang,MS TRINH- QUẬN 7,KL,Tiền mặt,,20251023-008,
23/10/2025,Chi,Chi phí nguyên vật liệu,TT công nợ chị Hoa,2.600.000,Trang,NCC CHỊ HOA - HÒN RỚ,NCC,Tiền mặt,,20251023-009,
23/10/2025,Thu,Doanh thu Bán hàng,Thiên Trang tt công nợ,50.000.000,Trang,CT TNHH GINKAKU ( MS THIÊN TRANG),NH,Tiền mặt,,20251023-010,
23/10/2025,Chi,Chi phí nguyên vật liệu,TT công nợ chị Hoa,50.000.000,Trang,NCC CHỊ HOA - HÒN RỚ,NCC,Tiền mặt,,20251023-011,
23/10/2025,Thu,Doanh thu Bán hàng,Chị Giang cần thơ thanh toán công nợ,11.022.000,Trang,MS GIANG- CẦN THƠ,KL,Tiền mặt,,20251023-012,
23/10/2025,Chi,Chi phí nguyên vật liệu,TT công nợ chị Hoa,11.022.000,Trang,NCC CHỊ HOA - HÒN RỚ,NCC,Tiền mặt,,20251023-013,
23/10/2025,Chi,Vận chuyển,Thanh toán tiền Grab ĐN: giao 7t Viet Nhat + 1t Marusei + 1t Kyoto,490.000,Trang,Khác,Khác,Tiền mặt,,20251023-014,
23/10/2025,Chi,Chi phí Sản xuất chung,Mua 15 bao đá bi,345.000,Trang,Khác,Khác,Tiền mặt,,20251023-015,
23/10/2025,Chi,Chi phí nguyên vật liệu,Nhận 1 thùng kiếm steak Trường Thảo gửi,80.000,Trang,Khác,Khác,Tiền mặt,,20251023-016,
23/10/2025,Chi,Vận chuyển,Gửi 8 thùng DPN,800.000,Trang,Khác,Khác,Tiền mặt,,20251023-017,
23/10/2025,Thu,Doanh thu Bán hàng,Omasake tt công nợ,4.050.000,Trang,NH HÀN QUỐC OMAKASE,NH,TK Dung,,20251023-018,
23/10/2025,Thu,Doanh thu Bán hàng,Anh Long Thịnh Liệt thanh toán công nợ,750.000,Trang,MR LONG - THỊNH LIỆT - HN,KL,TK Dung,,20251023-019,
23/10/2025,Thu,Doanh thu Bán hàng,Nagi thanh toán tiền vận chuyển,50.000,Trang,NH NAGI 2 - GÒ VẤP,NH,TK Dung,,20251023-020,
23/10/2025,Chi,Chi phí nguyên vật liệu,TT công nợ bt chị Ngân,5.643.000,Trang,NCC CHỊ NGÂN - HÒN XỆN,NCC,Tk Ni,,20251023-021,
23/10/2025,Chi,Chi phí nguyên vật liệu,TT công nợ bt Út Trần,6.202.000,Trang,NCC TRẦN THỊ ÚT - PHÚ YÊN,NCC,Tk Ni,,20251023-022,
23/10/2025,KN,Doanh thu bán hàng,Giao hàng Bạch tuộc tako,1.574.640,Trang,MR NGUYỄN ANH - LINH ĐÀM - HN,NH,TK KN,,20251023-023,
23/10/2025,KN,Doanh thu bán hàng,Giao hàng Bạch tuộc tako,9.440.000,Trang,"MR BẮC - TRƯƠNG ĐỊNH, HN",KL,TK KN,,20251023-024,
23/10/2025,KN,Doanh thu bán hàng,Giao hàng Tuna Saku A,2.047.500,Trang,CT TNHH ĐT NGỌC THỊNH PHÁT (MR TÌNH),NH,TK KN,,20251023-025,
23/10/2025,KN,Doanh thu bán hàng,Giao hàng Sò Lông Nửa Mảnh,750.000,Trang,MR LONG - THỊNH LIỆT - HN,KL,TK KN,,20251023-026,
23/10/2025,KN,Doanh thu bán hàng,Giao hàng Lườn kiếm nướng,700.000,Trang,KHÁCH LẺ,KL,TK KN,,20251023-027,
23/10/2025,KN,Doanh thu bán hàng,Giao hàng Mực Ống,290.000,Trang,NH UNI SUSHI,NH,TK KN,,20251023-028,
23/10/2025,KN,Doanh thu bán hàng,Giao hàng Chả cá + chả cá hấp + Mực Nang 500-800,40.792.600,Trang,CT TNHH MTV ĐẠT PHÚ NGUYÊN,NPP,TK KN,,20251023-029,
23/10/2025,KN,Doanh thu bán hàng,Giao hàng Râu bạch tuộc,3.250.000,Trang,CT TNHH TM THỰC PHẨM VÕ GIA (MR THỐNG),NH,TK KN,,20251023-030,
23/10/2025,KN,Doanh thu bán hàng,Giao hàng Bạch tuộc tako,9.302.500,Trang,CT THỰC PHẨM NGÀY MỚI,NPP,TK KN,,20251023-031,
23/10/2025,Nợ NCC,Chi phí nguyên vật liệu,Nhập hàng Nhum nguyên con (đvt: con),1.800.000,Trang,NCC NHUM ĐEN - QUANH BÙI,NCC,TK Nợ NCC,,20251023-032,
23/10/2025,Nợ NCC,Chi phí nguyên vật liệu,Nhập hàng Kiếm steak,4.760.000,Trang,CT TRƯỜNG THẢO - PY (TRƯỜNG),NCC,TK Nợ NCC,,20251023-033,
23/10/2025,Nợ NCC,Chi phí nguyên vật liệu,Nhập hàng Bạch tuộc tươi,6.202.000,Trang,NCC TRẦN THỊ ÚT - PHÚ YÊN,NCC,TK Nợ NCC,,20251023-034,
23/10/2025,Nợ NCC,Chi phí nguyên vật liệu,Nhập hàng Chả cá,10.800.000,Trang,NCC CHẢ CÁ - CHỊ TUYẾT SƯƠNG - PY,NCC,TK Nợ NCC,,20251023-035,
23/10/2025,Nợ NCC,Chi phí nguyên vật liệu,Nhập hàng Chả cá,20.384.000,Trang,NCC CHẢ CÁ - TRÍ - PY,NCC,TK Nợ NCC,,20251023-036,
23/10/2025,Nợ NCC,Chi phí nguyên vật liệu,Nhập hàng phí vận chuyển + Mực Ống,5.560.000,Trang,NCC LỢI THU - PHÚ QUÝ,NCC,TK Nợ NCC,,20251023-037,
22/10/2025,Chi,Chuyển nội bộ,Rút tiền tk công ty,20.000.000,Trang,Nội Bộ,Nội Bộ,TCB CTY,,20251022-001,
22/10/2025,Thu,Doanh thu Bán hàng,Cty TP Phu Quoc TT Cty Eco ORGANIC tt công nợ,66.182.662,Trang,CT TNHH MTV TM DV HH TP PHÚ QUỐC (ANH THỰC-PQ),NPP,TCB CTY,,20251022-002,
22/10/2025,Thu,Doanh thu Bán hàng,Lê Gia (CA KIEM T8-220925-09:41:09 374523) tt công nợ,2.881.200,Trang,CT LÊ GIA (MINORI CS2),NH,TCB CTY,,20251022-003,
22/10/2025,Chi,Chi phí khác,Góp cổ phần dự án nuôi nhum (thanh toan tien mua hang cho Cty Thanh Dat),10.219.620,Trang,Khác,Khác,TCB CTY,,20251022-004,
22/10/2025,Chi,"Chi phí Sửa chữa, Bảo trì",thanh toan lan 3 hoa don so 6 cho cty Dai Viet công nợ,94.684.000,Trang,Khác,Khác,TCB CTY,,20251022-005,
22/10/2025,Chi,Chi phí khác,Mua đồ cúng,290.000,Trang,Khác,Khác,Tiền mặt,,20251022-006,
22/10/2025,Chi,Chi phí nguyên vật liệu,Nhận thùng 10kg hàu nhật Marusei DN gửi,40.000,Trang,Khác,Khác,Tiền mặt,,20251022-007,
22/10/2025,Thu,Chuyển nội bộ,Rút tiền tk công ty,20.000.000,Trang,Nội Bộ,Nội Bộ,Tiền mặt,,20251022-008,
22/10/2025,Thu,Khác,Go Food ck trả lại hđ  152 đã unc (sau khi trừ đi phần tiền VAT),227.200.000,Trang,Khác,Khác,Tiền mặt,,20251022-009,
22/10/2025,Chi,Chi phí nguyên vật liệu,TT công nợ chị Gái vĩnh trường,227.200.000,Trang,NCC CHỊ GÁI - VĨNH TRƯỜNG,NCC,Tiền mặt,,20251022-010,
22/10/2025,Chi,Chi phí khác,Dự án nhum: mua đồ cúng,230.000,Trang,Khác,Khác,Tiền mặt,,20251022-011,
22/10/2025,Thu,Doanh thu Bán hàng,Phú Thịnh thanh toán công nợ,38.589.000,Trang,CT TNHH ĐT TS PHÚ THỊNH,NPP,Tiền mặt,,20251022-012,
22/10/2025,Chi,Chi phí nguyên vật liệu,TT công nợ chị Bé Tân,38.589.000,Trang,NCC BÉ TÂN - VĨNH LƯƠNG,NCC,Tiền mặt,,20251022-013,
22/10/2025,Thu,Doanh thu Bán hàng,Thiệu thanh toán công nợ,5.092.000,Trang,MR THIỆU - NHA TRANG (CÁ NHÂN),KL,Tiền mặt,,20251022-014,
22/10/2025,Chi,Chi phí nguyên vật liệu,TT công nợ ncc Lợi Thu,5.092.000,Trang,NCC LỢI THU - PHÚ QUÝ,NCC,Tiền mặt,,20251022-015,
22/10/2025,Chi,Vận chuyển,Gửi 3 thùng DPN ,300.000,Trang,Khác,Khác,Tiền mặt,,20251022-016,
22/10/2025,Thu,Doanh thu Bán hàng,Anh Thái hn tt công nợ,521.500,Trang,MR THÁI - HN,KL,TK Dung,,20251022-017,
22/10/2025,Thu,Doanh thu Bán hàng,yakiyum Nguyễn văn lộc tt công nợ,1.278.000,Trang,NH YAKI YUM - NGUYỄN VĂN LỘC,NH,TK Dung,,20251022-018,
22/10/2025,Thu,Doanh thu Bán hàng,Định thanh toán công nợ,5.874.000,Trang,MR ĐỊNH- NHA TRANG,KL,Tk Ni,,20251022-019,
22/10/2025,KN,Doanh thu bán hàng,Giao hàng Tuna Saku A,3.650.000,Trang,CT TNHH PGF ASIA- HN,NPP,TK KN,,20251022-020,
22/10/2025,KN,Doanh thu bán hàng,Giao hàng Bạch tuộc tako,23.399.280,Trang,CT TNHH NGUYÊN PHƯƠNG,NPP,TK KN,,20251022-021,
22/10/2025,KN,Doanh thu bán hàng,Giao hàng Tuna Saku XK + Bạch tuộc tako,6.022.275,Trang,CT CP QL KS VÀ KND LYNN TIMES (MR ĐINH ĐỒNG),NH,TK KN,,20251022-022,
22/10/2025,KN,Doanh thu bán hàng,Giao hàng Xương cá cờ kiếm + sụn xương cá kiếm,5.835.000,Trang,KIM THẢO - PY,KL,TK KN,,20251022-023,
22/10/2025,KN,Doanh thu bán hàng,Giao hàng Mực Nang sushi Sashimi (160g/ khay),1.050.000,Trang,"MR DUY - VĂN CAO, HN",KL,TK KN,,20251022-024,
22/10/2025,KN,Doanh thu bán hàng,Giao hàng Kiếm vỉ nướng + Bạch tuộc LSNC 30-50 + Tuna Saku A + Bánh Takoyaki,1.200.000,Trang,NH UNI SUSHI,NH,TK KN,,20251022-025,
22/10/2025,KN,Doanh thu bán hàng,Giao hàng phí vận chuyển + Trứng Nhum AA 200g/khay,564.000,Trang,NH NAGI 2 - GÒ VẤP,NH,TK KN,,20251022-026,
22/10/2025,KN,Doanh thu bán hàng,Giao hàng Trứng Nhum AA 200g/khay,2.400.000,Trang,CT CP DV TM HADU,NH,TK KN,,20251022-027,
22/10/2025,KN,Doanh thu bán hàng,Giao hàng Trứng Nhum AA 200g/khay,4.050.000,Trang,NH HÀN QUỐC OMAKASE,NH,TK KN,,20251022-028,
22/10/2025,KN,Doanh thu bán hàng,Giao hàng Chả cá + Mực Nang 500-800,16.281.600,Trang,CT TNHH MTV ĐẠT PHÚ NGUYÊN,NPP,TK KN,,20251022-029,
22/10/2025,KN,Doanh thu bán hàng,Giao hàng Vẹm Xanh Tách Vỏ ( PE),10.200.000,Trang,CT TNHH ĐT TS PHÚ THỊNH,NPP,TK KN,,20251022-030,
22/10/2025,Nợ NCC,Chi phí nguyên vật liệu,Nhập hàng Hàu Nhật Hyogo đông lạnh nguyên vỏ size M (9-11 con/kg),2.000.000,Trang,NCC MARUSEI- ĐÀ NẴNG,NCC,TK Nợ NCC,,20251022-031,
22/10/2025,Nợ NCC,Chi phí nguyên vật liệu,Nhập hàng Chả cá,18.000.000,Trang,NCC CHẢ CÁ - CHỊ TUYẾT SƯƠNG - PY,NCC,TK Nợ NCC,,20251022-032,
21/10/2025,Chi,Khác,Thanh toan hoa don 152 cho cty Go Food (họ ck lại tk cá nhân sau khi trừ VAT),238.560.000,Trang,Khác,Khác,Vay tin dung,,20251021-001,
21/10/2025,Thu,Doanh thu Bán hàng,NAM SAN TT ECO T8.25 CL-211025 công nợ,13.561.284,Trang,CT TNHH NH NAM SAN F&B (SUSHI NOWZOON),NH,TCB CTY,,20251021-002,
21/10/2025,Chi,Chi phí khác,Góp cổ phần Dự án nhum (thanh toan tien mua hang cho Pham Thi Nga: mua hóa chất),3.350.030,Trang,Khác,Khác,TCB CTY,,20251021-003,
21/10/2025,Thu,Doanh thu Bán hàng,DAO HAI SAN thanh toan Eco Organic Nha Trang theo HD 893 công nợ,23.436.000,Trang,CT TNHH ĐẢO HẢI SẢN,NPP,TCB CTY,,20251021-004,
21/10/2025,Chi,Vận chuyển,Gửi 1 thùng tài thắng cho Phương HN,250.000,Trang,Khác,Khác,Tiền mặt,,20251021-005,
21/10/2025,Chi,Chi phí nguyên vật liệu,Nhận 4 thùng sò lông chị Phúc gửi,500.000,Trang,Khác,Khác,Tiền mặt,,20251021-006,
21/10/2025,Chi,Vận chuyển,Gửi 2 thùng cho Vạn Quang pq,500.000,Trang,Khác,Khác,Tiền mặt,,20251021-007,
21/10/2025,Chi,Chi phí nguyên vật liệu,Nhận 1 thùng tuna saku 4A Trường py gửi,80.000,Trang,Khác,Khác,Tiền mặt,,20251021-008,
21/10/2025,Chi,Chi phí Sản xuất chung,Tiền thu gom rác 56 bao,560.000,Trang,Khác,Khác,Tiền mặt,,20251021-009,
21/10/2025,Chi,Vận chuyển,gửi 1 thùng cho Vạn Quang vĩnh long,150.000,Trang,Khác,Khác,Tiền mặt,,20251021-010,
21/10/2025,Chi,Vận chuyển,Gửi 16 thùng ĐN: DPN + Ocean + Kyoto,1.550.000,Trang,Khác,Khác,Tiền mặt,,20251021-011,
21/10/2025,Chi,Vận chuyển,Gửi 2 thùng xe cont cho Phương HN,500.000,Trang,Khác,Khác,Tiền mặt,,20251021-012,
21/10/2025,Thu,Doanh thu Bán hàng,Khách Thanh Thủy bình định thanh toán công nợ,1.300.000,Trang,Khác,Khác,Tiền mặt,,20251021-013,
21/10/2025,Chi,Chi phí nguyên vật liệu,TT công nợ chị Bé Tân,1.300.000,Trang,NCC BÉ TÂN - VĨNH LƯƠNG,NCC,Tiền mặt,,20251021-014,
21/10/2025,Thu,Doanh thu Bán hàng,Hadu thanh toán công nợ T9 phần tk cá nhân,4.768.600,Trang,CT CP DV TM HADU,NH,Tiền mặt,,20251021-015,
